final_var_selection.m_success_pers_ESM.item_sets..80._vars.
bfi11
bisbas7
hoyle20
ipc1_4
ipc1_8
ipc5_2
ips5
MISCS12
MISCS15
MISCS4
scs06
stst12
stst16
stst17
