final_var_selection.freq_con_all_ESM.item_sets..90._vars.
bfi1
bisf14
ERQ5
hoyle12
hoyle3
hoyle6
ipc2_2
ipc2_5
ipc3_5
ipc3_6
MISCS25
MISCS4
scs04
