final_var_selection.m_success_all_ESM.item_sets..90._vars.
bisf3
bisf5
ipc3_8
ipc4_3
ipc4_6
ipc5_2
ipc6_2
ips5
MISCS11
MISCS12
MISCS15
MISCS21
MISCS4
scs09
stst10
stst14
stst16
