Participant,n_per_person_ESM,n_any_con_ESM,n_con_init_ESM,n_con_pers_ESM,n_con_inhi_ESM,freq_con_all_ESM,freq_con_init_ESM,freq_con_pers_ESM,freq_con_inhi_ESM,m_intensity_all_ESM,m_intensity_init_ESM,m_intensity_pers_ESM,m_intensity_inhi_ESM,m_success_all_ESM,m_success_init_ESM,m_success_pers_ESM,m_success_inhi_ESM,DemSex,DemAge,DemStudent3,bfi1,bfi2,bfi3,bfi10,bfi11,bfi12,ipc1_1,ipc1_2,ipc1_3,ipc1_4,ipc1_5,ipc1_6,ipc1_7,ipc1_8,ipc2_1,ipc2_2,ipc2_3,ipc2_4,ipc2_5,ipc2_6,ipc2_7,ipc2_8,ipc3_1,ipc3_2,ipc3_3,ipc3_4,ipc3_5,ipc3_6,ipc3_7,ipc3_8,ipc4_1,ipc4_2,ipc4_3,ipc4_4,ipc4_5,ipc4_6,ipc4_7,ipc4_8,ipc5_1,ipc5_2,ipc5_3,ipc5_4,ipc5_5,ipc5_6,ipc5_7,ipc5_8,ipc6_1,ipc6_2,ipc6_3,ipc6_4,ipc6_5,ipc6_6,ipc6_7,ipc6_8,bisbas8,bisbas13,bisbas16,bisbas19,bisbas22,bisbas24,bisbas3,bisbas9,bisbas12,bisbas21,bisbas4,bisbas7,bisbas18,bisbas23,bisbas14,bisbas5,bisbas10,bisbas15,bisbas20,ERQ1,ERQ3,ERQ5,ERQ7,ERQ8,ERQ10,ERQ2,ERQ4,ERQ6,ERQ9,bisf1,bisf2,bisf3,bisf4,bisf5,bisf6,bisf7,bisf8,bisf9,bisf10,bisf11,bisf12,bisf13,bisf14,bisf15,ips1,ips2,ips3,ips4,ips5,ips6,ips7,ips8,ips9,stst1,stst2,stst3,stst4,stst5,stst6,stst7,stst8,stst9,stst10,stst11,stst12,stst13,stst14,stst15,stst16,stst17,hoyle1,hoyle2,hoyle3,hoyle4,hoyle5,hoyle6,hoyle7,hoyle8,hoyle9,hoyle10,hoyle11,hoyle12,hoyle13,hoyle14,hoyle15,hoyle16,hoyle17,hoyle18,hoyle19,hoyle20,scs01,scs02,scs03,scs04,scs05,scs06,scs07,scs08,scs09,scs10,scs11,scs12,scs13,MISCS20,MISCS11,MISCS21,MISCS18,MISCS4,MISCS12,MISCS2,MISCS15,MISCS19,MISCS23,MISCS25,MISCS26
91,63,9,4,2,3,0.14285714285714285,0.06349206349206349,0.031746031746031744,0.047619047619047616,4,4.25,4.5,3.3333333333333335,3.8333333333333335,3.875,3.75,3.8333333333333335,2,19,NA,2,3,3,4,2,2,6,6,6,5,4,5,6,6,5,4,6,6,5,6,4,4,7,7,6,6,7,7,6,7,7,7,6,4,6,5,5,5,6,6,6,5,6,4,6,7,7,7,7,6,6,7,3,4,5,5,1,5,4,3,6,5,5,5,6,5,5,5,5,5,2,4,3,3,6,2,5,3,6,2,3,2,5,5,5,3,2,6,3,3,3,4,4,5,3,2,3,4,3,5,5,3,4,4,3,5,4,3,4,5,6,5,7,6,5,7,6,2,2,5,3,3,1,5,5,3,5,5,5,4,6,5,2,3,5,3,4,5,3,4,5,2,6,7,5,6,3,5,5,2,3,5,3,6,5,6,4,2,4,2,3,4,2,4,3,2,2,3,4
92,46,27,21,4,2,0.5869565217391305,0.45652173913043476,0.08695652173913043,0.043478260869565216,4.444444444444445,4.238095238095238,5.5,4.5,5.407407407407407,5.5,6.875,1.5,2,21,Y,4,5,4,1,2,3,6,6,4,6,7,6,6,6,6,7,6,7,7,6,6,6,6,6,6,6,6,7,6,7,7,6,4,5,5,6,4,4,5,5,5,3,6,2,4,3,6,6,6,6,3,2,1,2,5,6,6,6,2,3,6,7,7,7,7,7,7,7,6,7,6,6,6,6,6,4,6,5,5,3,1,2,6,6,7,7,6,6,2,1,3,3,2,2,3,2,2,1,2,2,3,4,2,2,6,2,2,1,6,2,6,6,5,3,4,6,6,3,5,7,7,7,3,7,3,2,3,7,3,2,3,4,5,6,5,5,6,6,6,7,6,3,5,6,3,3,6,3,3,5,3,5,6,3,2,6,5,4,4,4,3,4,3,4,4,2,2,3,4
93,76,31,10,13,8,0.40789473684210525,0.13157894736842105,0.17105263157894737,0.10526315789473684,5.612903225806452,5.2,5.923076923076923,5.625,5.774193548387097,6.6,6.269230769230769,3.9375,2,23,Y,2,3,4,5,3,3,6,6,6,6,7,7,7,7,7,7,7,7,7,7,6,7,6,7,6,7,7,7,7,7,7,7,7,7,7,7,7,5,7,6,7,7,7,7,7,7,1,7,7,7,4,7,7,7,5,7,7,7,7,7,7,7,7,7,6,7,7,1,6,6,4,6,5,4,4,5,5,6,6,3,1,3,3,3,3,1,1,7,1,1,1,1,1,2,2,1,1,2,1,1,2,1,2,2,1,1,1,7,1,2,6,3,7,6,6,7,7,4,3,1,7,6,6,6,6,5,6,7,7,6,7,7,7,7,7,6,6,7,6,6,6,5,6,6,6,5,7,7,7,7,7,7,7,7,7,7,7,3,3,3,4,4,3,4,4,3,3,4,4
94,64,31,24,5,2,0.484375,0.375,0.078125,0.03125,5.129032258064516,5.041666666666667,5.2,6,3.306451612903226,3.375,3.1,3,2,22,Y,4,3,3,5,5,4,5,2,3,2,5,6,6,3,2,2,2,7,6,6,2,2,5,5,6,6,6,3,5,5,6,6,3,7,7,4,4,6,2,1,5,3,4,2,2,1,5,7,4,7,2,3,4,6,7,5,6,7,7,7,7,6,5,6,7,7,7,6,4,5,6,5,4,2,2,4,5,5,4,3,3,3,4,5,5,3,2,6,5,5,5,3,2,7,6,3,3,6,6,1,6,6,6,2,5,6,2,3,6,5,6,2,6,1,6,4,5,1,1,3,6,6,4,6,3,2,5,3,2,5,5,3,1,2,3,5,3,3,5,5,4,2,7,5,3,2,1,5,3,2,2,4,5,3,6,3,6,3,3,2,2,3,3,3,2,3,1,2,2
95,65,32,26,2,4,0.49230769230769234,0.4,0.03076923076923077,0.06153846153846154,4.3125,4.346153846153846,4.5,4,2.84375,2.6153846153846154,1.75,4.875,2,24,Y,2,4,3,4,4,2,5,5,5,5,7,5,4,5,5,4,3,4,5,6,4,4,4,5,5,4,5,3,5,5,3,5,1,3,3,3,4,3,2,1,3,1,1,4,1,2,2,3,4,4,3,5,5,1,6,7,5,5,3,4,3,3,4,3,5,6,6,4,5,5,4,4,4,6,5,3,4,4,3,5,1,3,6,5,4,4,3,5,5,2,5,4,3,3,3,4,4,5,7,6,7,7,7,6,7,7,5,4,3,4,3,3,4,2,3,5,4,3,2,5,4,4,5,4,3,2,5,1,4,3,3,1,1,1,1,2,3,1,2,4,3,3,3,3,3,2,3,6,3,1,2,4,2,1,4,2,2,2,2,3,3,4,2,2,2,2,2,3,2
96,24,14,6,7,1,0.5833333333333334,0.25,0.2916666666666667,0.041666666666666664,4.428571428571429,4.166666666666667,4.571428571428571,5,3.392857142857143,3,3.2142857142857144,7,1,19,Y,4,4,3,4,1,4,2,5,6,7,6,5,5,3,7,6,6,6,6,6,4,4,4,7,6,5,6,6,5,6,5,3,2,3,3,2,2,2,2,2,3,2,3,2,2,3,5,6,6,4,2,4,3,3,5,4,4,3,4,5,4,6,5,3,4,6,3,6,5,6,4,5,5,5,5,6,5,4,5,6,3,5,6,6,6,3,5,2,3,3,3,4,4,5,2,4,4,2,5,3,6,5,6,5,2,4,1,7,6,6,4,7,6,7,6,6,5,1,2,2,6,6,3,6,5,5,5,4,4,6,3,3,2,2,3,2,2,5,5,3,5,3,3,3,3,3,2,6,4,2,2,3,3,3,6,2,1,2,1,2,2,3,4,4,4,1,2,3,3
97,60,22,8,8,6,0.36666666666666664,0.13333333333333333,0.13333333333333333,0.1,4.318181818181818,4.875,4,4,4.142857142857143,2.9375,4.5,5.333333333333333,2,21,Y,4,4,4,3,1,3,6,5,5,7,6,6,7,5,1,3,1,2,7,3,2,2,5,7,6,3,7,6,6,3,4,4,5,3,3,5,5,3,2,3,3,2,2,1,2,6,5,5,5,7,1,3,2,1,4,6,3,7,4,3,5,5,6,5,5,7,5,6,7,7,6,5,7,6,6,3,6,4,6,7,3,6,7,7,7,4,2,5,5,5,6,5,2,5,4,2,3,2,5,2,7,5,5,5,5,4,5,5,2,3,3,4,4,5,6,1,7,2,3,7,7,5,6,7,3,3,6,3,3,3,2,2,1,3,4,5,5,5,6,6,4,1,5,3,2,3,3,7,2,1,1,6,4,2,5,4,2,5,4,3,4,5,5,4,4,4,3,2,3
98,44,25,4,7,14,0.5681818181818182,0.09090909090909091,0.1590909090909091,0.3181818181818182,4.08,4.5,3,4.5,4.3,5.375,4.714285714285714,3.7857142857142856,2,19,Y,5,4,4,3,1,3,5,6,4,6,6,7,7,5,5,6,6,7,7,7,5,5,5,1,6,6,7,6,5,7,7,7,6,4,6,6,6,5,4,5,6,6,6,2,3,6,5,5,4,5,4,6,3,6,3,6,5,6,4,4,6,5,6,6,7,7,6,7,6,7,4,5,7,5,5,4,5,5,5,3,1,2,2,5,5,4,6,2,1,1,1,2,3,3,3,2,3,4,3,3,5,3,5,4,3,4,2,3,3,3,4,6,4,5,5,4,5,3,3,6,7,6,5,5,5,2,5,5,4,4,4,4,3,3,3,3,5,6,3,6,4,3,6,6,3,3,5,5,3,2,2,5,6,5,5,3,4,5,4,3,3,4,4,4,4,5,3,4,4
100,61,23,14,7,2,0.3770491803278688,0.22950819672131148,0.11475409836065574,0.03278688524590164,3.739130434782609,3.857142857142857,3.857142857142857,2.5,5.173913043478261,5.214285714285714,4.642857142857143,6.75,2,18,NA,1,3,4,2,1,2,6,6,6,7,7,6,7,6,6,6,6,4,7,7,6,6,5,7,6,3,6,7,7,7,7,7,6,6,7,7,7,7,6,7,7,7,6,3,7,5,5,6,7,6,4,6,4,4,4,5,5,6,3,2,7,6,7,6,7,7,7,6,7,7,3,3,6,6,6,7,7,7,7,2,1,5,5,5,5,2,1,1,1,1,2,2,1,1,1,1,1,1,1,2,1,2,2,2,5,2,1,5,6,5,3,7,7,6,7,4,6,1,3,5,6,3,5,5,6,6,5,7,7,6,6,6,5,7,7,6,7,7,6,7,7,3,7,7,6,6,7,6,6,5,2,6,6,5,6,1,5,5,5,5,4,5,4,5,5,4,4,4,4
101,72,30,20,3,7,0.4166666666666667,0.2777777777777778,0.041666666666666664,0.09722222222222222,4.3,4.05,5.666666666666667,4.428571428571429,4.383333333333333,4.525,2.1666666666666665,4.928571428571429,2,22,Y,1,3,3,5,4,3,4,3,4,5,5,5,5,4,2,6,3,7,5,7,5,6,6,6,5,7,5,6,6,6,5,3,2,4,4,6,4,3,2,2,3,1,2,1,1,1,3,5,5,5,5,5,6,5,7,NA,7,7,6,7,4,5,4,5,7,7,7,6,6,5,2,3,6,6,6,3,4,3,5,7,4,6,7,3,3,2,6,5,2,2,3,2,2,7,6,6,6,3,7,6,7,6,7,5,3,6,5,3,2,5,5,2,5,2,4,6,2,2,2,2,3,3,2,7,2,2,2,1,1,3,4,2,1,1,1,2,1,1,3,4,3,3,5,2,2,1,1,5,2,1,1,1,3,1,3,3,1,2,3,2,3,2,2,2,3,3,1,2,4
102,69,25,10,12,3,0.36231884057971014,0.14492753623188406,0.17391304347826086,0.043478260869565216,4,3.7,4.083333333333333,4.666666666666667,5,5.25,4.583333333333333,5.833333333333333,1,21,Y,2,3,3,4,1,2,4,6,5,5,6,4,5,5,5,3,3,4,6,4,2,2,7,6,6,6,6,6,5,6,6,5,4,5,5,5,5,3,3,4,5,4,3,3,4,3,5,5,7,5,5,6,3,3,2,5,6,6,5,3,5,4,5,5,6,6,6,4,5,5,3,3,5,5,6,3,5,3,5,3,2,3,3,4,3,2,5,3,3,4,5,4,5,3,3,3,2,2,3,3,3,2,2,4,6,5,3,5,6,4,6,7,3,5,3,5,5,3,2,4,6,6,5,5,6,6,4,5,5,6,5,4,4,5,5,4,3,5,5,6,3,3,3,6,5,4,5,5,3,5,3,5,5,5,5,5,4,3,4,4,4,5,4,3,3,2,2,4,4
103,74,3,2,1,0,0.04054054054054054,0.02702702702702703,0.013513513513513514,NA,2.3333333333333335,2.5,2,NA,5.333333333333333,6.25,3.5,NA,2,28,Y,3,4,3,5,3,3,5,4,4,5,3,5,6,6,7,5,7,7,7,7,5,5,6,6,6,6,6,4,6,7,5,6,3,5,5,6,4,3,3,3,4,3,5,2,3,5,5,4,6,5,3,6,2,6,6,7,7,6,4,6,6,4,6,6,7,7,5,7,7,7,6,5,7,6,6,3,5,4,5,6,3,5,6,6,4,4,5,6,2,2,2,2,2,3,3,2,3,3,3,6,3,5,5,4,2,5,2,3,3,4,6,5,4,4,6,5,6,1,1,6,5,6,6,5,5,3,3,5,4,4,4,2,2,2,3,3,3,5,4,6,6,2,5,4,3,4,5,5,3,3,5,5,5,4,3,4,2,3,2,3,3,2,1,2,2,2,2,2,1
104,67,21,10,8,3,0.31343283582089554,0.14925373134328357,0.11940298507462686,0.04477611940298507,4.380952380952381,4.5,3.625,6,4.0476190476190474,4.3,4.3125,2.5,2,20,Y,3,4,5,5,4,4,3,3,6,5,5,5,7,6,1,6,5,7,7,5,3,3,7,6,4,6,7,5,7,3,4,7,7,7,7,5,6,7,6,3,6,4,6,6,5,4,2,7,4,6,5,3,5,6,6,7,7,5,5,7,7,6,5,6,5,5,7,2,4,7,2,4,7,1,1,1,2,2,1,3,3,2,3,3,3,3,3,3,1,1,2,1,2,5,6,3,6,4,3,2,3,2,7,3,2,2,1,3,4,5,6,6,6,7,7,3,5,1,1,6,7,7,3,6,3,1,3,1,1,1,5,4,7,4,5,6,6,6,7,5,6,5,1,4,3,2,7,3,3,1,5,3,7,1,5,4,7,2,3,1,1,1,4,3,2,1,1,4,2
105,67,30,19,11,0,0.44776119402985076,0.2835820895522388,0.16417910447761194,NA,3.3666666666666667,3.526315789473684,3.090909090909091,NA,4.95,4.921052631578948,5,NA,1,19,Y,2,4,3,1,1,2,7,6,6,6,7,7,7,6,2,4,2,4,6,5,3,5,6,7,7,7,7,7,7,7,6,6,6,6,6,6,6,7,6,6,5,6,7,6,6,6,7,6,7,3,6,6,7,6,2,2,2,6,2,2,6,5,5,6,6,6,2,6,5,5,2,1,6,3,4,5,4,4,5,4,5,5,5,1,2,1,2,1,1,1,2,2,1,3,3,2,2,2,1,2,1,2,2,2,1,2,2,7,7,7,6,7,7,7,6,7,7,6,6,6,6,6,6,6,7,7,6,7,7,6,7,6,6,6,6,7,4,7,7,6,7,6,6,7,7,7,7,6,7,6,7,6,7,7,6,7,6,3,4,4,4,4,2,2,2,4,2,4,1
106,40,19,7,9,3,0.475,0.175,0.225,0.075,4.578947368421052,4.714285714285714,4.666666666666667,4,4.2631578947368425,3.7857142857142856,4.5,4.666666666666667,2,26,Y,4,2,3,4,2,5,4,3,2,2,4,2,3,5,5,6,3,1,5,6,1,6,4,5,3,4,5,2,4,2,5,2,3,4,6,3,5,3,3,3,3,2,2,2,3,2,2,2,2,2,2,3,7,4,7,6,6,7,4,2,2,5,2,3,6,6,3,1,5,6,3,6,3,3,3,2,3,3,3,6,2,5,3,5,5,7,7,5,2,2,7,7,7,7,7,5,5,1,7,7,2,5,5,6,6,7,7,3,3,3,2,3,1,2,1,4,4,2,2,2,2,2,2,6,6,3,3,2,3,2,2,2,3,2,2,2,2,2,2,5,2,2,5,2,5,2,2,3,3,2,1,2,2,2,1,4,1,2,2,2,2,2,2,1,2,2,1,1,1
107,27,15,9,6,0,0.5555555555555556,0.3333333333333333,0.2222222222222222,NA,4.266666666666667,3.5555555555555554,5.333333333333333,NA,3.5666666666666664,3.611111111111111,3.5,NA,2,20,Y,4,1,3,4,4,4,3,5,3,4,2,4,3,2,2,2,2,3,5,5,3,4,6,6,6,6,6,6,7,5,3,5,3,3,3,6,4,4,2,2,5,1,3,2,2,1,3,5,3,6,2,3,2,1,6,6,6,7,5,6,4,4,4,4,6,6,7,4,5,7,5,7,6,6,5,3,5,4,5,7,2,3,6,6,6,6,3,5,2,3,3,5,4,6,4,6,6,5,6,1,7,7,7,6,6,6,5,3,3,2,3,4,3,5,3,6,3,2,2,3,2,2,2,2,6,3,4,2,4,3,3,1,2,1,1,2,2,2,NA,2,2,2,3,5,5,2,3,3,4,1,2,1,2,3,2,4,2,2,1,2,1,4,4,3,2,1,1,2,2
108,52,33,19,5,9,0.6346153846153846,0.36538461538461536,0.09615384615384616,0.17307692307692307,5.363636363636363,5.2631578947368425,5.6,5.444444444444445,4.696969696969697,4.7894736842105265,5.2,4.222222222222222,2,32,NA,4,5,4,5,4,4,5,3,5,5,6,6,6,6,5,5,5,5,5,6,6,6,4,5,5,3,6,5,6,3,3,5,3,3,4,5,5,4,6,5,6,3,5,5,5,6,4,6,2,3,3,2,5,5,6,7,1,7,6,6,6,6,6,5,6,6,7,5,6,6,3,3,6,7,6,6,6,5,6,1,1,2,2,4,4,3,6,5,5,6,6,3,3,2,3,3,5,6,3,3,3,3,3,4,2,2,2,6,5,5,5,3,3,3,4,5,5,5,3,3,5,3,3,3,4,3,5,3,5,3,5,5,5,3,5,5,5,5,4,3,4,2,3,3,5,4,6,3,3,3,5,3,3,4,3,4,3,3,4,4,4,4,5,2,4,2,2,3,4
109,54,25,12,5,8,0.46296296296296297,0.2222222222222222,0.09259259259259259,0.14814814814814814,3.48,2.8333333333333335,3.2,4.625,4.44,4.791666666666667,4,4.1875,2,20,Y,2,3,4,2,2,3,5,5,4,5,5,4,6,6,4,4,4,5,6,6,2,4,5,7,6,2,6,5,4,7,6,6,5,5,5,5,5,4,4,5,5,6,5,5,5,5,3,5,5,4,2,4,2,3,6,4,4,6,4,4,6,5,6,6,6,6,5,4,6,6,5,6,6,3,5,5,3,6,4,6,3,6,6,6,6,6,4,4,4,3,4,5,3,2,4,4,3,3,3,3,3,4,3,3,4,3,3,3,5,3,5,4,4,5,3,4,5,3,3,5,5,5,6,7,4,5,5,4,3,6,4,3,5,5,5,5,5,5,5,5,4,3,5,6,5,4,6,5,3,5,5,5,5,3,4,6,6,3,3,4,3,4,3,3,2,3,3,2,2
110,77,37,22,1,14,0.4805194805194805,0.2857142857142857,0.012987012987012988,0.18181818181818182,4.081081081081081,3.909090909090909,3,4.428571428571429,4.635135135135135,5.181818181818182,1,4.035714285714286,2,22,Y,3,3,3,3,2,4,6,6,5,6,5,5,5,5,3,5,6,5,6,6,6,6,6,6,4,6,6,6,6,7,3,3,2,2,5,3,3,2,3,2,5,1,3,2,2,5,6,6,6,6,6,7,7,6,4,6,5,5,2,3,3,6,6,3,6,6,5,6,6,6,2,2,3,7,7,6,6,6,6,6,2,5,6,2,3,5,5,1,2,2,4,2,2,5,5,3,3,4,5,5,7,6,6,6,5,6,3,7,3,5,5,7,5,6,5,6,5,4,2,3,5,3,2,3,5,6,6,3,6,3,4,2,2,1,2,2,2,2,5,4,3,3,4,2,6,3,2,6,4,1,2,3,4,3,3,5,1,2,1,1,1,4,2,2,2,1,1,1,1
111,41,9,5,1,3,0.21951219512195122,0.12195121951219512,0.024390243902439025,0.07317073170731707,4,3.6,5,4.333333333333333,5,5.4,2,5.333333333333333,2,19,Y,3,4,5,2,1,2,6,6,6,6,6,7,6,6,6,4,6,6,7,7,6,7,4,6,6,4,6,7,7,6,7,7,7,6,6,6,6,4,6,6,7,5,7,6,5,5,7,6,7,6,4,6,3,3,4,6,5,6,4,5,7,6,7,7,6,7,7,7,7,7,6,4,7,5,5,5,5,5,5,1,1,3,6,5,6,1,3,5,3,3,3,2,2,6,4,4,3,2,1,2,2,1,5,2,1,1,1,3,4,4,3,5,6,3,6,7,7,2,2,5,6,6,1,1,5,4,4,7,5,4,4,5,6,6,6,6,7,7,7,6,4,4,3,5,4,3,5,6,4,6,6,6,7,5,7,6,6,2,4,2,4,4,3,3,3,3,3,4,4
112,70,9,8,1,0,0.12857142857142856,0.11428571428571428,0.014285714285714285,NA,3.6666666666666665,3.75,3,NA,4.555555555555555,4.3125,6.5,NA,3,21,NA,3,2,2,2,4,4,5,6,5,4,6,5,3,3,5,5,5,6,5,6,1,2,6,5,6,6,6,3,6,7,5,1,2,6,6,2,3,2,5,2,2,1,3,2,1,1,5,5,2,3,2,2,2,2,6,5,6,7,7,6,3,3,5,2,5,6,7,6,5,5,6,6,6,6,5,2,5,3,3,6,3,7,7,6,6,6,6,7,7,7,7,6,2,7,6,7,7,5,7,6,6,6,7,6,6,6,6,2,6,2,2,2,2,5,3,4,5,2,2,3,3,3,3,3,4,5,5,1,5,3,3,1,2,1,1,3,2,1,2,5,4,2,3,6,5,1,1,3,5,1,3,1,2,4,3,6,2,1,1,1,1,4,1,1,1,1,1,2,1
113,27,21,11,3,7,0.7777777777777778,0.4074074074074074,0.1111111111111111,0.25925925925925924,5.904761904761905,5.909090909090909,6,5.857142857142857,5.2,5.636363636363637,5.25,4.5,2,22,Y,4,1,2,5,5,5,4,5,5,3,1,1,1,5,7,6,5,4,5,6,3,5,6,7,6,6,6,6,4,3,2,3,1,6,6,5,3,4,3,3,5,3,4,3,3,2,4,6,6,2,2,4,7,2,6,7,7,7,7,4,5,3,4,3,6,7,7,5,7,3,2,6,6,7,3,1,5,4,4,7,1,5,6,5,5,3,3,7,2,1,3,6,6,1,2,3,2,1,6,2,5,4,5,7,5,5,3,2,3,4,6,4,3,6,5,5,4,1,1,3,6,6,2,6,4,3,6,3,3,1,3,1,1,1,2,3,6,6,3,5,2,2,4,7,4,4,3,6,3,1,1,6,3,3,4,6,1,4,4,1,3,3,3,2,1,3,2,3,1
114,42,22,12,2,8,0.5238095238095238,0.2857142857142857,0.047619047619047616,0.19047619047619047,5.340909090909091,5.230769230769231,4,5.875,4.386363636363637,5.346153846153846,4.75,2.6875,1,NA,Y,2,5,4,5,2,4,6,4,7,7,6,7,7,5,5,7,6,7,6,7,5,7,6,4,3,5,6,7,4,5,6,6,6,6,5,3,5,6,3,4,6,2,3,2,2,4,6,6,5,6,5,5,7,NA,6,4,7,6,2,7,6,6,6,6,6,6,5,7,6,3,3,4,4,7,6,3,6,6,6,6,3,5,3,2,2,3,2,2,2,2,2,1,2,3,3,1,2,1,7,5,7,6,6,5,6,6,4,4,1,4,6,5,6,6,6,6,5,2,1,7,6,6,6,7,2,1,2,2,2,3,2,1,1,1,3,5,5,4,6,4,3,4,6,4,2,1,4,6,1,1,2,6,3,1,2,3,7,4,2,4,4,5,1,3,2,2,2,4,4
115,65,13,6,4,3,0.2,0.09230769230769231,0.06153846153846154,0.046153846153846156,4.230769230769231,4.333333333333333,3.5,5,5.076923076923077,5.333333333333333,5.875,3.5,2,23,Y,4,4,2,5,4,3,5,5,4,4,6,6,6,5,1,4,2,3,5,7,1,4,5,5,6,5,6,4,6,7,3,4,2,4,5,5,4,3,3,2,4,3,3,1,2,5,4,3,5,5,2,4,1,1,5,7,5,6,6,2,4,5,4,5,7,6,7,7,4,4,5,2,3,5,6,6,6,6,6,2,2,2,4,3,3,2,2,6,1,2,4,3,4,2,4,4,6,3,6,5,6,6,4,4,3,6,5,2,3,5,6,2,6,2,6,4,6,2,3,4,6,4,3,5,4,3,5,3,4,4,3,3,4,3,3,3,4,3,5,6,4,2,6,4,4,6,4,4,3,2,4,4,4,3,5,6,3,5,5,4,5,5,4,5,5,5,5,5,5
